"Name","a.25_Ro17","a.50_Ro17","a.75_Ro17","a.max_Ro17","a.mean_Ro17","a.min_Ro17","a.std_Ro17","area.mm.2._Ro17","b.25_Ro17","b.50_Ro17","b.75_Ro17","b.max_Ro17","b.mean_Ro17","b.min_Ro17","b.std_Ro17","circularity.4.pi.area..perimeter.2.._Ro17","cluster.distance_Ro17","dark.cluster.a_Ro17","dark.cluster.b_Ro17","dark.cluster.l_Ro17","dark.cluster.proportion_Ro17","equivalent.diameter.mm._Ro17","height.mm._Ro17","l.25_Ro17","l.50_Ro17","l.75_Ro17","l.max_Ro17","l.mean_Ro17","l.min_Ro17","l.std_Ro17","light.cluster.a_Ro17","light.cluster.b_Ro17","light.cluster.l_Ro17","light.cluster.proportion_Ro17","major.axis.length.mm._Ro17","minor.axis.length.mm._Ro17","num.pixels.per.component_Ro17","perimeter.mm._Ro17","roundness.4.area..pi.major.axis.2._Ro17","sphericity.pi..1.3...6.volume...2.3....surface.area._Ro17","surface.area.mm.2._Ro17","volume.mm.3._Ro17"
"CDC_Red_Rider_AGL",9.49559630315346,10.9238337899883,12.520052293037,25.6440966852501,11.0977938830905,0.620062664266182,2.38730376165029,19.463901970519,17.4105358698296,19.3705015709055,21.547334185781,38.6808346520014,19.5729130662352,3.56020346205092,3.31408749986405,0.830614467811988,3.47677787428262,11.3272096207265,19.7230573449808,48.047343586289,0.699233106738029,4.96230169029623,2.18123906076125,47.1697115708087,48.4663483504317,49.8200916979463,66.9906581094908,48.6151411106772,37.4746683851398,2.55725667636541,11.6638592093874,20.0990154763216,50.5954219747551,0.300766893261971,5.10375574659682,4.83071633223414,220279.560553633,17.1045149095151,0.946473846141286,0.870153934916693,51.3025899403726,28.5209425475507
"CDC_Redcoat_AGL",8.23242028470951,9.54166342690642,10.9504121083633,23.3574739119056,9.66327848839194,-0.754140378793858,2.15670162028878,18.8895685854167,16.6405009129954,18.4921677299388,20.4496304707633,36.1614090779183,18.595544667886,2.60172045687449,3.06169744746098,0.819092876269199,3.44885172911542,9.5848226064726,18.4533932512067,47.4870990774849,0.803278133585593,4.89655624241699,2.43283059208333,46.5519962555421,47.6759896220674,48.9201851632806,67.27107471597,47.9059526491058,36.6807834178412,2.39570599718929,10.6980705187076,19.2598454636309,50.2141455606776,0.196721866414407,5.00850913850142,4.7918834625404,213779.635416667,16.9981035266583,0.956115861714861,0.900807585409201,52.1483466024914,30.6783484371096
"CDC_Redwing_AGL",9.18111534861091,10.709216400335,12.4338505114516,25.1698744194318,10.8890057395153,0.819170521260374,2.5116989218896,15.5408237646541,26.7639097452727,29.0558521791817,31.3480868131478,45.8226566406863,28.9102486273109,5.70920928789707,3.8841683731073,0.811148113618453,3.52697664396618,11.6280372207104,28.3271991231009,53.0822438525822,0.509235487393857,4.43455977639826,1.9840649940566,52.7311087187715,54.2564381129618,55.5519015695921,67.7180771156393,54.1287731586712,41.7911365231597,2.45484386040997,10.581318153426,27.6701526199382,55.3739964740395,0.490764512606143,4.57215459577184,4.30795867999292,175880.757861635,15.4844957772631,0.940816284192041,0.868557762767006,41.3768771408956,20.5879702562264
"CDC_Robin_AGL",10.2619887859838,11.6697320794232,13.1598956345946,28.0298752728738,11.7810083929882,1.35972461169733,2.34734224743913,13.8012364072303,17.9135338812207,19.9379946536891,22.1886574748143,42.5785631210732,20.1771707843869,3.37038015282222,3.59177709119729,0.823124811621998,3.64543147196409,11.8052076565028,20.0633233718306,45.1717440304467,0.744463974788815,4.18579656777665,2.19620302836735,44.2301663248483,45.5910731268189,46.996969892549,66.2775714130825,45.7664441567721,27.9862143027735,2.95361735322332,12.0118423649813,20.6249751113262,48.2360161932441,0.255536025211185,4.31242111660281,4.06811773217136,156193.259475219,14.4964364309452,0.942276181135544,0.889149364094891,39.2771577685837,20.2953583479746
"CDC_Rosebud_AGL",15.30203501862,17.5657091514873,19.8991724007911,32.864907890618,17.6343058997091,3.78743056593597,3.43420583970204,13.2629167795174,29.9096755044041,33.02889897232,36.220467465568,56.6248389624104,32.9814687678169,6.28073150697454,5.21721888439897,0.836277357723465,3.97192660394083,18.3587155108,32.4015874628372,45.3321960703405,0.34240469824808,4.10008334801411,1.94893574541555,45.4635688897487,47.5332237751153,49.3864204696221,62.5403039832814,47.2536799322579,25.18863894775,3.36037479971247,16.8379416113588,32.4343101527609,48.3617545742944,0.65759530175192,4.1972335094552,4.01402057122602,150100.914209115,14.0893780699853,0.954474642763815,0.89466763809425,35.9827698722287,17.3481507004359
"CDC_Rosetown_AGL",9.97909288704798,11.5116989435666,13.1049027770741,27.5537224707185,11.6032322244348,0.465128622907459,2.46807339184268,15.6197460259008,18.6185465754404,20.7984572949998,23.2336930875761,43.7846944296213,21.0613578797202,3.31936968596999,3.8128375095049,0.821921395751308,3.84789795349153,11.690187727743,21.1181039811517,43.9155765218858,0.811386356969242,4.45205255949455,1.98213440185379,42.9205373100209,44.1309377476996,45.4063779457852,64.7638284001707,44.3457999216349,32.3264950815683,2.60217238516008,11.8749013246916,21.6977862745357,47.127866050471,0.188613643030758,4.55942906993606,4.35166136084866,176773.947780679,15.4295578589653,0.953431698498471,0.869144812109471,41.4257537923319,20.7718311771444
"CDC_Rosie_AGL",9.2829565207785,10.7413172388784,12.3072053781767,26.362004310849,10.8656329725454,0.126996839106668,2.38874383372089,14.9875180785012,17.8742847583824,19.9796396983011,22.3210294267184,42.8281280839538,20.2359330916963,3.80579385097885,3.6566167414315,0.82155426569029,3.93286593248231,11.0178279763408,20.3231095428288,44.6695033891705,0.786337841165817,4.35784053371729,1.92054164265808,43.7054227407763,44.9194497366932,46.1601096281479,65.1544214784603,45.1126536767443,33.3955302067947,2.59614548238415,11.2163436338838,20.8063813154194,47.9603959269794,0.213662158834183,4.4471531840972,4.27481821830312,169618.81030445,15.1055653715166,0.96039195927337,0.870227455741932,39.5670391131933,19.3537028710634
"CDC_Rouleau_AGL",9.93780317733565,11.4149271138128,13.007320489146,25.3336436440985,11.5295240289218,0.620523490343757,2.37795758760516,16.5225440218685,17.7408234173421,19.94012628125,22.3601208074212,40.3619253506479,20.138094785013,3.19015511748283,3.65063265332067,0.821918614186279,3.60473395742651,11.6410545193655,20.2829118399647,46.7360734811688,0.745620434878388,4.57517470752583,2.14703371432526,45.7602676161896,47.1023798731761,48.4582725881963,66.7534095281299,47.2405586202676,33.6984387440323,2.67934089690246,11.64860765112,20.0020347021151,49.6837986038213,0.254379565121612,4.71825834588548,4.44068149239581,186991.21799308,15.8548356259376,0.940392659201725,0.883558142412708,44.6312641812262,23.7163971384778
"CDC_Royale_AGL",-4.69821274692013,-2.73961608278155,-0.586845230638148,13.0564074324192,-2.5733848244714,-16.0883394498776,3.08464958423415,20.149990103937,14.6914355584898,18.0779879466863,20.7682472433979,35.4998613341935,17.189012648867,-12.332718896803,5.45893952561491,0.532277414696707,10.9142450812873,-2.00690963111533,9.3006348655949,32.6643582150601,0.163855655093293,5.05597378901027,1.63110056515748,38.5627816082112,42.1712084497888,45.0747183024,69.8748554396624,41.0352676936691,0.889622474508648,6.68657006945378,-2.6600058545627,18.8065153233162,42.9329912472943,0.836144344906707,5.18831858712709,4.93766926742265,228044.251968504,22.4333469600993,0.951994566861497,0.74411359528953,49.0018940540888,22.2328788851222
"CDC_Ruby_AGL",7.43288312257336,8.70751471113352,10.0560315250927,22.3405896937145,8.79815726781314,-0.692119252113904,2.0575447644337,13.846865615976,15.0039817825904,16.7941583753129,18.7347694855767,35.0421233775171,16.9506296773997,2.92659143307272,3.00625924406156,0.79894174632679,5.56959704681263,8.70649225036551,16.7712709994708,47.1948016104103,0.8680880407034,4.19066827647357,1.93234398504505,45.9925379186829,47.4786641461059,49.1785005623924,69.0205889580543,47.9269570018166,37.3432632543983,3.23796828972749,9.57404759585053,18.0960577349526,52.5296005820828,0.1319119592966,4.30668920133252,4.08107421057364,156709.660660661,14.733535715449,0.947051700070519,0.843759917445845,37.7047394187005,18.0939932427914
"CDC_SB.1_AGL",6.18325636704736,7.58502327550754,9.06037335278103,20.6514153698713,7.66374673360558,-3.76521529469229,2.21568474829495,14.6847772882657,14.8121284133366,17.3757111727847,19.7814519677888,36.0319346338339,17.2455696764485,-2.59501056866724,3.90286779287198,0.756570425238387,3.89987973076114,7.62496924238175,16.7114903072637,45.389631722892,0.725620214762787,4.31843747316854,2.23830951370849,43.8840781535095,46.1434248299711,48.0511384219126,68.8930761487908,45.9517112327948,24.6867557145914,3.80612443551042,8.12976434197697,17.1122828811896,48.4283570017854,0.274379785237213,4.40994108173899,4.2321237750672,166192.590405904,15.6194396264274,0.959241638778571,0.886920646514046,41.5305340638596,22.1316584224505
"CDC_Sedley_AGL",6.25478540760214,7.74973717611121,9.55930377761273,25.3173744321546,8.06766081824643,-1.51958614333784,2.61822674868789,27.2628162242678,27.6023476901659,29.8876725860307,32.0343340132036,47.0635932954383,29.6113976266453,4.35293818564556,3.88866038227762,0.808462255017212,4.64348553937252,10.1348782438929,27.5817425885535,52.6514226370934,0.312120473102851,5.82933281556272,2.42778939991632,53.3061846293375,54.9901471074903,56.1856457047131,68.4279083175545,54.579213299829,39.3470130839772,2.59151018504758,7.56365092890505,30.1377678650798,55.5164695283335,0.687879526897149,5.95230703767395,5.71373397345715,308542.510460251,20.3584918696265,0.958746781559622,0.851995114203644,70.5099375001083,45.5165123122258
"CDC_Vantage_AGL",5.726063832524,7.20269053967662,8.98106614291012,24.0791671878105,7.49476138153527,-1.75987781851182,2.54748152892569,19.2488774238532,26.9058624692937,29.154910548459,31.216199005876,45.5210852469769,28.8080649892514,4.52142883281709,3.86991436326546,0.793511009246645,4.50286881862085,9.30027211986144,26.5026479462628,52.7864287256145,0.291565665604025,4.93648997938788,2.4284041415367,53.4399276344513,55.0624344106207,56.2962316664286,68.0250536067651,54.7032976575785,38.4114020330271,2.55600035515603,7.10092912743895,29.1681871104934,55.5303218830194,0.708434334395975,5.0954532511835,4.79136105947218,217846.055045872,17.4194419465724,0.939287498142357,0.894709548177359,52.9896214689664,31.317980068022
