"Name","a.25_Su17","a.50_Su17","a.75_Su17","a.max_Su17","a.mean_Su17","a.min_Su17","a.std_Su17","area.mm.2._Su17","b.25_Su17","b.50_Su17","b.75_Su17","b.max_Su17","b.mean_Su17","b.min_Su17","b.std_Su17","circularity.4.pi.area..perimeter.2.._Su17","cluster.distance_Su17","dark.cluster.a_Su17","dark.cluster.b_Su17","dark.cluster.l_Su17","dark.cluster.proportion_Su17","equivalent.diameter.mm._Su17","height.mm._Su17","l.25_Su17","l.50_Su17","l.75_Su17","l.max_Su17","l.mean_Su17","l.min_Su17","l.std_Su17","light.cluster.a_Su17","light.cluster.b_Su17","light.cluster.l_Su17","light.cluster.proportion_Su17","major.axis.length.mm._Su17","minor.axis.length.mm._Su17","num.pixels.per.component_Su17","perimeter.mm._Su17","roundness.4.area..pi.major.axis.2._Su17","sphericity.pi..1.3...6.volume...2.3....surface.area._Su17","surface.area.mm.2._Su17","volume.mm.3._Su17"
"X3156.11_AGL",9.48978843325161,10.9498820337161,12.5273685681486,24.3613843299244,11.0707342630903,0.568457418828236,2.35381016955851,17.4279717094795,19.5932047491758,21.7224175590254,24.0050395867571,40.3161087960371,21.834910199948,4.10071574943919,3.48106000980118,0.818063429527067,2.96724441081102,11.5552972174179,22.3140896783372,47.390239088192,0.619599635094739,4.6951116834477,2.1998427639863,46.6125219036613,48.1711768540658,49.6696892449436,66.5164911109677,48.2074888391238,35.9717204477791,2.79245698914592,11.1934416968254,21.6094427295727,49.6544167543145,0.380400364905261,4.83490962213178,4.56449393873696,197238.249315069,16.3066487790017,0.942737057577027,0.885607017746673,47.0285504608071,25.7633840183962
"CDC_Asterix_AGL",5.51875833459559,6.9772910360134,8.66555312381084,22.2384229537776,7.20858568212732,-1.79526690517565,2.44551851726829,14.4244000405217,28.2941656918349,30.7997874640322,33.1064501457438,47.1188193819475,30.4633626028954,5.70513607924063,4.10461929923902,0.781514047445639,4.06719126299345,8.10449318896282,28.4998059329917,53.5760514576782,0.51267681056884,4.276282466995,1.86568396297826,53.0792314813093,54.3392818279,55.4728761983693,68.5856575605178,54.2873285978123,43.5826255888734,2.17224229450329,7.932902419901,29.1920248043322,55.2656787426644,0.48732318943116,4.36503554316929,4.19477468507205,163245.813043478,15.2531329814842,0.95997599557818,0.85301364770227,38.0841591692778,18.0851382687109
"CDC_Cherie_AGL",6.76290804124202,8.14812511728741,9.69965527648043,23.7278680123759,8.33393623289628,-2.19337258423309,2.32331810793212,18.9452824296504,15.828154167256,17.6580783415319,19.683523363594,36.5410739300732,17.8569336621489,2.71679381350998,3.11739384615342,0.80478462983257,4.07722670112539,8.21810551722481,17.694132417333,48.1534009270047,0.796653100142675,4.90252853501257,2.3366941123951,47.129853530681,48.3859794726007,49.7893144330714,69.2629352104075,48.673304422864,36.6654725185318,2.67191262645299,9.65135030968223,19.0035860974204,51.3523251007701,0.203346899857325,5.02976114614588,4.7837421290862,214410.167832168,17.1714769121752,0.950304948664731,0.87854631735403,51.6341277958005,29.6764758812168
"CDC_Glamis_AGL",6.11146250990643,7.61455650750816,9.48551873200993,26.5815258964715,7.97141160507356,-1.53190729249397,2.68125584384135,29.0336989856452,28.2952345504757,30.4808312361125,32.5966755962317,47.350844190805,30.2858424053118,5.43750165100942,3.71542254161563,0.817110433103975,4.55376597762101,10.1499411553542,28.6920663169044,53.8801622717385,0.302969922479252,6.06435110451417,2.32758891701613,54.6211900218481,56.3040042572477,57.4675327093558,68.7451936001175,55.8446206697119,38.6057751488957,2.59386505519425,7.33740283404342,30.8406867714186,56.8035756878297,0.697030077520748,6.22283463108308,5.91406666645124,328584.189516129,21.077966658764,0.950287542515111,0.828197614111855,73.2208695612908,45.294149204273
"CDC_Gold_AGL",1.45558739419701,2.71116311424129,4.03445630158095,13.2728880354938,2.79110948933326,-5.42588003174894,1.97340414971867,20.7620901286076,28.5841496156857,31.0546374393525,33.3953812835168,47.8533348329805,30.8389402027677,5.74627988059014,3.95570859025653,0.61180425597174,3.02354903169533,2.74426845886099,31.1548180119536,65.7940061684173,0.598667297171013,5.12660060326727,2.99660984531646,65.3313660457394,66.6389605956718,67.9353023953598,76.8057707461926,66.64141703872,52.344546239346,2.17778083061685,3.43280102536861,29.1314098168484,67.7557738136732,0.401332702828987,5.3418482397407,4.92728805355513,234971.594936709,20.6818104689131,0.922412185620896,0.925931461426523,61.7354139073547,42.0118685934356
"CDC_Greenstar_AGL",5.90220213050311,7.48045478874913,9.57163843526782,26.8290174411303,7.96492615095841,-1.73145455215575,2.95027886366281,32.339886895859,28.697061758116,30.7688146942207,32.8520595935376,47.978825124773,30.6243950277036,4.95599073954016,3.71981832672983,0.825694456092488,4.73448950194412,10.9178104203656,29.7964781473654,55.0259160602231,0.279550220138352,6.4060143677867,2.48357314348018,55.8827948539448,57.5024505005212,58.6401213968827,70.0378851797589,57.0474110822549,40.8696024293644,2.55034795729019,6.88250490346601,30.8902215232842,57.9316184496426,0.720449779861648,6.54280320703975,6.27660851542664,366001.436123348,22.1516094594576,0.959024991749709,0.832263572591855,81.8098799802588,53.7503449352747
"CDC_Imax_AGL",10.2772235886566,11.8163578712766,13.5318356596163,26.7628228934978,11.9866394538375,1.27827272595933,2.51471435173471,21.4076076854167,19.1942314390384,21.3318993984111,23.6723985401622,41.9640719541203,21.5146169390554,3.96080274660584,3.60796417973864,0.827438333022124,4.30766191176082,12.0855634684124,21.3740238713697,48.1411692771701,0.769345863665984,5.20395714378942,2.28792725054688,47.0701040332508,48.4767814227221,50.0342953030822,67.4558357423838,48.7371945280751,37.5256246368907,2.75091263969637,12.4299059852433,21.847213561079,51.6416687124746,0.230654136334016,5.31911495215927,5.0957925793381,242277.135416667,17.9780774194492,0.957695567461393,0.868013131761733,56.4512680594943,32.9003298394306
"CDC_Impower_AGL",4.69731909844264,6.12973913160971,7.81462152122793,22.2786668736688,6.39903216261175,-2.70533316886556,2.48511439197267,26.2785936956828,29.8796240816991,32.4845328534784,34.9209048555521,49.8434075398458,32.1678282632666,5.11161674194661,4.26885594092624,0.773535225146064,4.35269698552864,7.85267802876008,29.5038900422469,54.5974331043952,0.341627541945399,5.77147158588209,2.61840365788546,55.0169003360023,56.687511614284,57.997286452015,69.3748021497115,56.3610572581863,41.8406581417445,2.57526906591674,6.37058314551533,32.743659344607,57.2160171301235,0.658372458054601,5.91203965869284,5.63948109616318,297403.731277533,20.6424645603287,0.953250161100897,0.870482470940985,70.2616295393342,46.3574624113148
"CDC_KR.1_AGL",8.55569646971635,10.0589277820537,11.7922760537011,27.0769094112172,10.2949105712895,-0.309333187423971,2.5439774739792,24.3106302508502,17.8891164098123,19.8909994626157,22.164400880748,40.0329247394382,20.1460481121894,3.48735148794639,3.41894022264277,0.831138229221659,3.52250338382454,10.1168702297704,19.9056332086683,47.975965731586,0.716243378401671,5.54824611696532,2.33242935552632,46.8898185738128,48.2671159465678,49.7760499135163,67.6778301839848,48.4971667977858,35.3359731399107,2.64121704357371,11.5613000430534,21.4488879870261,50.2362504940684,0.283756621598329,5.69494200470099,5.41055922011619,275131.623481781,19.1183698356581,0.949451463127986,0.852318803880795,63.1948108259626,38.0988078132741
"CDC_LeMay_AGL",-2.58198212188986,-0.489438747797417,1.61575917590106,16.3422313112396,-0.442452846064013,-16.0694988184808,3.21827257089886,17.8371592024028,5.18725804746603,10.5864160328272,15.0717883481776,32.5457156009,9.98890502005075,-15.4815288490542,6.77304370801769,0.529620325726713,13.2198073589168,-1.03119970716936,3.43289954046536,25.3950442657208,0.36935877752254,4.75882165914928,1.51140348757951,27.9982380201631,34.445815666663,39.8051140886298,70.7884834276052,33.5645891580959,-3.55123004563864,9.30512401105699,-0.020335168298457,13.8816702218136,38.6440897024757,0.63064122247746,4.92234919318057,4.60786008385243,201869.16254417,20.7388893904464,0.934764222696193,0.701009740598322,43.7473006841842,18.0097240363461
