"Name","a.25_Mo17","a.50_Mo17","a.75_Mo17","a.max_Mo17","a.mean_Mo17","a.min_Mo17","a.std_Mo17","area.mm.2._Mo17","b.25_Mo17","b.50_Mo17","b.75_Mo17","b.max_Mo17","b.mean_Mo17","b.min_Mo17","b.std_Mo17","circularity.4.pi.area..perimeter.2.._Mo17","cluster.distance_Mo17","dark.cluster.a_Mo17","dark.cluster.b_Mo17","dark.cluster.l_Mo17","dark.cluster.proportion_Mo17","equivalent.diameter.mm._Mo17","height.mm._Mo17","l.25_Mo17","l.50_Mo17","l.75_Mo17","l.max_Mo17","l.mean_Mo17","l.min_Mo17","l.std_Mo17","light.cluster.a_Mo17","light.cluster.b_Mo17","light.cluster.l_Mo17","light.cluster.proportion_Mo17","major.axis.length.mm._Mo17","minor.axis.length.mm._Mo17","num.pixels.per.component_Mo17","perimeter.mm._Mo17","roundness.4.area..pi.major.axis.2._Mo17","sphericity.pi..1.3...6.volume...2.3....surface.area._Mo17","surface.area.mm.2._Mo17","volume.mm.3._Mo17"
"CN_105605_AGL",14.7849474888398,16.866609696804,19.1171439609884,32.2099612433584,16.9891610099114,3.36549884917263,3.24588756208467,12.2579404624473,20.4353300210071,22.9619176245931,25.5799562086595,41.4712239893537,22.9639483142058,2.79463954094685,4.05342209831844,0.815920451186657,4.49935338529237,18.3477654328594,23.3077286811551,37.7707344587155,0.417925926921874,3.93731203079113,2.1500374743038,38.3238456754975,40.8666077196327,42.8678103735643,61.8469296523467,40.4451852224539,20.5908517649407,3.88096444173924,16.0113710597776,22.1906425144835,41.9669742564006,0.582074073078126,4.12964986478358,3.76548576185588,138727.257383966,13.6999695818989,0.911565131464827,0.8615871854279,35.8236473772266,17.9378409274209
"CN_105715_AGL",16.2894982343497,18.4380764298128,21.0407354416841,35.4288058255177,18.7283648101725,4.91997029900837,3.49141658131165,18.8596377524272,26.9000934586212,29.420362016363,32.0367834851896,48.8467979600804,29.3617573813992,4.90740047593234,4.30776524945676,0.842888106064644,4.94900770417645,20.0061041736256,29.3664580792611,44.0539489501944,0.369245065604601,4.87377816426618,2.31358408106796,44.3428540652625,47.2246127750397,49.3710408441536,62.1239600180212,46.6573791421346,25.7880345005649,3.83261775302791,17.6783330986899,29.0411582764684,48.4444590088054,0.630754934395399,5.0323554438826,4.72799699034598,213440.898058252,16.6780632899288,0.938646157713714,0.885033611792374,51.1957089445086,29.4607806380945
"CN_105732_AGL",12.0084540211632,14.2790776021107,17.0492526358851,32.1966070152335,14.6679988142332,2.27284126678434,3.6948176052617,15.4951793866,28.2857035591287,30.8319538430965,33.272461240006,49.1866882966015,30.4992639917718,4.85286368925688,4.50822835872852,0.824075165241107,6.9608319165651,16.6533577646671,29.1272345887727,45.92452493828,0.34415247297426,4.41340832936371,2.16230294505,47.3770212578246,50.7218792165198,52.9454668764489,64.6551502849167,49.7953299194201,24.3891724675158,4.47556787826428,13.368958237117,30.9530637505665,51.954195437778,0.65584752702574,4.53155444532037,4.30552577292245,175364.185,15.2818849798623,0.948485749263867,0.875317353384177,42.7924610502835,22.9359102631236
"CN_105767_AGL",14.318691313565,16.2676126588726,18.4576143861402,31.0818746630104,16.4187882287479,3.42899685089993,3.19640085726383,11.1059739761165,21.9944084401645,24.5827343333842,27.3622814391774,44.0428416835277,24.6610331876758,4.65145729343039,4.27196628304179,0.817623389965864,3.63418046694186,16.7319632625363,24.8640537298718,41.4091389960119,0.616687800349171,3.73996422223284,2.11363941961165,40.6071046103104,42.2879115361637,43.8266385970443,62.0843105344011,42.2815961425096,26.9107745132374,3.09382050821629,15.651950472923,23.1449568700486,44.0210487468483,0.383312199650829,3.9057438416515,3.59012890238809,125690.063106796,13.0021548960613,0.917528810001307,0.864686394342625,32.9052500901556,16.0905173357153
"CN_105777_AGL",13.267467462606,15.241113000047,17.5781587656063,31.6406677125531,15.5251186879131,2.70410459745854,3.29316336304346,12.1285319042424,19.6333811632637,22.3666573266066,25.6470868476826,43.9004204340222,22.7471459492588,3.54009270497499,4.64429028277363,0.811801181701159,4.43100488356594,17.3615263783303,24.7755642572475,39.3042215963089,0.37544690420703,3.91557157004226,2.1890342725,39.4516992557576,42.0679123623912,43.885028580392,61.1737079571254,41.5539021765518,23.9225310983919,3.81751422949208,14.4659178290259,21.6576101882474,42.945712422115,0.62455309579297,4.08155937562916,3.76308356488745,137262.696969697,13.6538620941603,0.920560349604582,0.892287694660369,35.8449459542998,17.8628603801732
"CN_105789_AGL",10.2128604644993,12.8144211605013,15.7929347460328,32.6091407921954,13.1202578066036,-5.74199672880149,4.32132995965793,12.5598726599283,13.6998636794156,17.2250504981566,20.7990425208623,40.9616772707645,17.2671296756385,-6.35330321373093,5.40597775555415,0.742162421662999,5.35532641361603,13.2377041031471,15.8780271754844,29.4872433248566,0.370883692481533,3.98269049070872,1.7722289238172,29.1780739682817,32.7583415291706,35.6771844762775,60.6280367630839,32.1673685414549,4.05045374925366,5.38082589735125,13.2894317722289,18.3670551399781,33.9096612580083,0.629116307518467,4.13039531769592,3.84845988694571,142144.326164875,14.561624307002,0.930074339562289,0.784789445019541,34.5719069469694,15.3329348656621
"CN_105791_AGL",12.8558685931273,14.6062974462804,16.4935271114656,28.2989618332586,14.6987554690406,2.73247905563927,2.80040179772962,12.5215713932444,20.6407404017331,22.9243806957935,25.3251890515157,41.4516807260431,22.946370814387,3.99092797399069,3.80714805363789,0.800236302468056,3.95972578665374,15.3252872432386,23.2651444233163,44.9547496118286,0.459158328107912,3.97896951265569,2.40498267853333,44.8621592385273,46.9741828732205,48.6587998227687,64.1651984554176,46.7162797412549,31.9124673931507,3.30495125806352,14.0633067068908,22.0638354349444,48.2303452632488,0.540841671892088,4.12284553813689,3.84825464641311,141710.857777778,13.977144946554,0.932260980785732,0.910612369939618,38.1609820764068,20.4190522306522
"CN_105863_AGL",16.9297560419498,19.1755961302849,21.7079352802332,36.945824386769,19.391090838555,4.34765319352223,3.57806461110017,28.0254101782353,27.4455875699274,30.1547456252051,32.9336386588814,51.667840457376,30.0954970478444,3.47238941014256,4.57290790978857,0.839476915290689,6.10145548563612,21.0263417559475,29.7362786494043,39.2922978244637,0.367777150592921,5.94296346536215,2.27352136580882,40.3459506603736,43.8446397836454,46.405056458334,61.2513534732215,43.074427925389,18.8070052848276,4.66404605128129,18.3043671291573,30.1962457859115,45.348772325729,0.632222849407079,6.16148717703331,5.74272078890626,317173.044117647,20.3818769427501,0.931145684253027,0.823965732323902,70.895314447106,43.3453056260741
"CN_105864_AGL",12.988388187942,14.9509316265832,17.1808997445101,30.0557055515489,15.1448719533383,2.87637986038922,3.0934808544719,14.8774205370281,22.2123812880302,24.7045828405439,27.3799337756117,44.4714569737981,24.7634716251063,3.57665337728591,4.1261024026981,0.817411936211369,3.71876314454243,16.6724387268258,25.810821307685,40.8745200111744,0.474562206452972,4.33459822708807,2.33036933728916,40.4611753640679,42.5086150672301,44.22059561323,61.0517603785479,42.3020011080917,25.4163416694248,3.18643258608606,14.0523215473204,23.529197697194,43.6647559611128,0.525437793547028,4.5445412779086,4.14083529984041,168372.799196787,15.0770723111814,0.909959636119184,0.893849959461355,42.9798439215915,23.6157201382231
"CN_105865_AGL",10.9018160520991,13.0520795720797,15.845555962422,36.3754907455574,13.64379797261,1.44698616131716,3.83297435457464,32.4831236909259,26.2775094723419,28.7964486203366,31.4905303837061,51.600238055925,28.848881986943,3.20511773108801,4.44881848551813,0.813874335109697,9.82953487195556,16.9955607001875,28.7275967155941,41.340671902253,0.315811938246339,6.40074045654722,2.56132174826389,45.5000378289265,49.7706402994724,52.5835712408899,64.8058281505857,48.32375152567,12.7169883581421,6.11260129019735,12.0831350494299,28.7661762856275,51.2042543990196,0.684188061753661,6.68566748231506,6.14468791807382,367622.49537037,22.3074077014971,0.916935000954541,0.834116464525612,83.2914085293528,56.4409132768628
"CN_105866_AGL",15.6028557233408,17.5506505917682,19.7750713521571,33.4377502868034,17.7491295073737,4.05609564386989,3.1956283779236,18.8213321809524,21.9954230557568,24.6325604798059,27.5386419734679,44.8255517999065,24.8031131023882,4.31094561920777,4.27347213699868,0.83702215003189,3.73923825989078,18.991278588782,25.7365044693765,40.63341098497,0.452267570176588,4.85201571089839,2.11205552208333,40.2155075436546,42.3284576706655,44.120699972436,63.1915539208296,42.131867383702,24.6171370286094,3.43065271751594,16.8610805545813,24.1647053591778,43.6078026850666,0.547732429823412,5.00500176751432,4.71021770815602,213007.380952381,16.6592819659068,0.940370995885959,0.852548159275884,49.586972034346,27.352855223369
"CN_105895_AGL",9.64097698971653,11.9665643992966,14.6375717477619,30.2329274709872,12.247751637692,-5.0314663259077,3.83732760123163,14.7367930606557,15.0106104376667,18.2418312677838,21.6336333651432,41.6575855371512,18.3705271129964,-5.05386064043231,5.1139338638904,0.757936850210042,4.69470056437579,12.7709469169874,17.6435191230941,31.4493324469537,0.360651256061361,4.31280605430422,1.85201697928279,31.040213493684,34.1924124258183,36.8263754709534,61.5230306327601,33.7396273482278,5.84966760970174,4.94521335440922,12.2144166729633,19.1370980226744,35.1057257234699,0.639348743938639,4.50359548211028,4.13944873917426,166781.270491803,15.5785616394172,0.918314019589185,0.797570748720273,39.5327144139331,18.6735042097962
"CN_106265_AGL",13.8626792279855,15.7581156221912,17.9250415795992,31.4786010338556,15.9673657348539,3.41460049730198,3.12879969440321,16.4902418893151,20.9999219314564,23.3441485783001,25.9263846207354,43.3987691465262,23.5189021687328,4.09616114415248,3.97514334346912,0.830691383104619,3.77588211470601,16.9055283163384,24.1183510420783,43.335211815145,0.620024027479358,4.55952756288352,1.95557437424658,42.8547916667187,44.3928778647968,45.7198726529809,63.693793794058,44.335315163167,28.4727502305068,2.91107305807561,15.4048533882013,22.8710004953578,46.1498486623095,0.379975972520642,4.6944887648549,4.43330904113415,186625.643835616,15.7185081996303,0.943203922788691,0.845538613213683,43.4436522402106,21.9601117542589
"CN_108369_AGL",15.6866975806671,18.0935995118195,20.8177725716816,35.1664578882161,18.3080802944553,4.62490270054803,3.68698176715691,23.7741461507296,30.3180492763862,32.7727805212496,35.3122695235713,53.1807958204277,32.6540419544468,5.43232052287939,4.43508904061636,0.840010305224926,5.78269997857903,20.025021770112,32.3320662800253,45.5752227097813,0.393102876126594,5.46219862555318,1.95530260828326,46.2771813650057,49.2985774751296,51.3413476169155,62.7257021821168,48.5274657304121,26.8602586160385,3.9545391598008,16.9373666187565,32.5911569760002,50.5667402768283,0.606897123873406,5.64658144062995,5.29082566301638,269060.051502146,18.7296098114368,0.935806092446551,0.809295549497526,58.7536409824003,31.8506958120003
"Crimson_AGL",12.1238876669521,13.7748463386914,15.6269459031672,28.2292294246806,13.9457640489998,2.55888712212001,2.69880194911283,17.5763242369784,20.8984303598711,23.14294497445,25.5134946962955,41.6266196503665,23.1917172266307,3.53622195880944,3.70732916906283,0.813776906250891,3.33956890790835,14.8863267765605,23.6133849716823,41.7935122193089,0.541311695513679,4.72027083965721,2.27641414802158,41.4605779870486,43.1061627883105,44.5097077120424,61.610187917312,42.956470392988,27.4171423821595,2.80905942882739,13.3100775595718,21.9029890433961,44.3856970734705,0.458688304486321,4.92196902473874,4.53618970178483,198917.205035971,16.4429664555732,0.921721578889525,0.890099452239119,48.0818339172313,26.9353212927696
