"Name","a.25_Su18","a.50_Su18","a.75_Su18","a.max_Su18","a.mean_Su18","a.min_Su18","a.std_Su18","area.mm.2._Su18","b.25_Su18","b.50_Su18","b.75_Su18","b.max_Su18","b.mean_Su18","b.min_Su18","b.std_Su18","circularity.4.pi.area..perimeter.2.._Su18","cluster.distance_Su18","dark.cluster.a_Su18","dark.cluster.b_Su18","dark.cluster.l_Su18","dark.cluster.proportion_Su18","equivalent.diameter.mm._Su18","height.mm._Su18","l.25_Su18","l.50_Su18","l.75_Su18","l.max_Su18","l.mean_Su18","l.min_Su18","l.std_Su18","light.cluster.a_Su18","light.cluster.b_Su18","light.cluster.l_Su18","light.cluster.proportion_Su18","major.axis.length.mm._Su18","minor.axis.length.mm._Su18","num.pixels.per.component_Su18","perimeter.mm._Su18","roundness.4.area..pi.major.axis.2._Su18","sphericity.pi..1.3...6.volume...2.3....surface.area._Su18","surface.area.mm.2._Su18","volume.mm.3._Su18"
"CDC_Maxim_AGL",8.96235901891016,10.3320929506758,11.8812706091484,25.5797891911719,10.5380089686992,0.975776671886719,2.36107394071875,22.36436056125,15.2337717961719,17.0175062292578,19.0587735923047,37.9944848613281,17.3197539175391,3.3054349489375,3.20620880715625,0.791811316023437,3.53893037176172,10.617189240668,17.325673396875,49.5137901345312,0.723405829644531,5.32968154555078,2.77111795716797,48.4778070939063,49.8206686041406,51.2783107655469,68.8980653379297,50.0505436153906,37.5446001714453,2.74613401365625,11.4517675675195,18.7458240501953,51.9257169501172,0.276594170355469,5.50301922322266,5.16806796699609,253105.03125,18.8247257768359,0.938581812449219,0.886699664949219,63.3357948642578,41.4942353585156
"CDC_QG.1_AGL",-1.87080084158996,-0.175106934158996,1.9604812708954,14.7614317122845,0.152562647656904,-9.73216025111715,2.83330598957741,25.3756055983264,20.0215883930126,21.7461953164017,23.5373859451046,37.5827851450209,21.7417946242259,2.57721760686611,3.00455453283682,0.630693929008368,5.06269280891213,0.206084730753138,21.8734610621339,51.1804952501255,0.705846615569038,5.67670876582845,1.5861836497908,50.2057306043515,51.5152521008368,52.9247659431799,70.5695048883682,51.6830069898326,40.6524903612134,2.58413057305439,2.20052091204602,21.2222856008787,53.2916243050209,0.294153384430962,5.83554594025941,5.52827417105021,287184.309623431,22.5255994758159,0.946475846288703,0.71047076483682,59.2398711330544,26.9695808405649
"CDC_Red_Rider_AGL",9.76787897644706,11.1930501085608,12.8358915061529,28.353651432902,11.4586522266863,1.3195698774902,2.56199140400392,24.0061035789804,15.7168432854902,17.656807684902,19.9671564972549,41.6790214898039,18.1030625223529,3.56660375023137,3.66063198720784,0.805684726729412,4.14392418798431,11.2348519733725,17.7245962826275,48.3431288784706,0.749647509909804,5.51990746382353,3.02619873494118,47.2562267174902,48.632670008549,50.2087384607059,68.2162848543137,48.9440939120784,37.3769244813333,2.86003116519608,12.9800713489569,20.4547938866667,51.2258189107059,0.250352490090196,5.75848945221176,5.29935571569804,271685.192156863,19.3223154542745,0.920361647596078,0.908174101145098,69.3919617654118,48.7437582107333
"CDC_Redcoat_AGL",8.97434480931373,10.3300377479137,11.8003030214353,23.7867854788235,10.4693776432,0.886774181572549,2.24250484669412,21.8315591278431,14.7589850837647,16.5868830728235,18.5934249912941,35.6957969244706,16.7962161911765,2.96759145733725,3.09669000487059,0.792559447364706,4.31981236106274,10.3538740147725,16.5892635781961,48.1679338817255,0.796982407560784,5.26410429598824,2.49141531982353,47.1047386992941,48.3940326078039,49.8953702852941,68.2197153372941,48.735101022902,38.5844541246274,2.73846591616863,11.4632292011569,18.155585535451,51.7656925550196,0.203017592439216,5.38406690258824,5.15243801492941,247075.137254902,18.5800750382745,0.956503803792157,0.847837131658824,59.7986679120784,36.5929701902902
"CDC_Redwing_AGL",12.3173784722772,13.8593671564719,15.4981219412697,28.7273693286142,13.9576240509176,3.02533978592509,2.52269663660674,20.7979017919101,25.1267969938951,27.2123435617603,29.2456548271536,43.7285019144569,27.0500725580524,6.07399292553933,3.53588213626592,0.811603214947565,3.23888318988015,14.5456403039363,25.4815647498127,55.6315385267041,0.33586175676779,5.13681966459925,2.85855157292135,55.6352307193258,57.2130081755056,58.516317586367,68.6374583633333,56.9881752188015,44.008944293221,2.39552688548315,13.6659989122921,27.0313786899251,57.7365914519101,0.66413824323221,5.30098741773783,4.98749422011236,235376.887640449,17.928557578015,0.93965528617603,0.914903692292135,60.4387351686517,39.8268211593146
"CDC_Robin_AGL",9.95161491492623,11.4010248238074,12.8977933780205,26.6909916872541,11.473075534418,0.51225765552459,2.35635762978279,16.6546164416393,17.2516696795082,19.3064361490984,21.5648293392213,41.893187780082,19.5195242930328,2.71283682711885,3.58190165358607,0.78748089972541,3.61891494192623,11.4594492027049,19.290654465541,45.3899086486475,0.658562052045082,4.59877629620492,2.44890999731557,44.7209928629508,46.3303419055328,48.0368526663115,66.4217781532377,46.4684339894672,26.409911189627,3.31825031262705,11.5765349357459,20.1115486170082,48.5329407363525,0.341437947954918,4.73675425353689,4.47416064406557,188485.926229508,16.2907285140984,0.942752633364754,0.87027738154918,47.9116788934836,27.4229840188893
"CDC_Rosebud_AGL",14.3746833534722,16.2653753652431,18.3512550505208,31.9720213063194,16.4416704063437,3.11856894589236,3.09697523370486,16.7212267644444,26.7803752726042,29.393752185,32.0898082677431,53.6477886643056,29.3869638269097,5.25720783725347,4.55217443137847,0.817107880104167,4.36021057277083,17.2111046385035,28.8422978965972,47.7219283249653,0.26426864928125,4.60833994375,2.50135580484375,48.8397679841667,51.0469056092708,52.7444061653472,64.6024073629514,50.4546798455208,23.3770541499861,3.60187045019792,16.1100982049271,29.5681196420486,51.6425059773958,0.73573135071875,4.73829937144444,4.49663030749306,189239.777777778,16.02476598125,0.946453480034722,0.919023992072917,48.0311819325,28.0760039566424
"CDC_Rosetown_AGL",9.55100731545532,11.0311336047915,12.5991437478,27.3809313490213,11.1654460966,0.960271321276596,2.47228570812766,17.467532328,16.8344086911915,18.8932802282979,21.2521175162128,43.7346314695319,19.2538903295319,3.6234525466383,3.76597008028936,0.791048230604255,4.23462310965957,11.2326868697787,19.2784591284681,44.9168149553617,0.760210498731915,4.70792399359149,2.12815804531915,43.9624890214468,45.238323229234,46.6358976805532,65.6577607133191,45.5012936768936,33.0969074033192,2.80043649202128,11.5696605368511,20.410411019234,48.1664663751915,0.239789501268085,4.84783094644255,4.57919670131915,197685.970212766,16.6335503009362,0.943237942255319,0.821252545582979,47.196970693234,25.0957868428213
"CDC_Rosie_AGL",9.37944203882824,10.7819925729313,12.2701795380916,26.7995016690076,10.9014276490344,1.04405506665649,2.33669255372137,17.3941421996947,16.4975865913359,18.5076494007252,20.8062561519847,43.2813006859924,18.8500099799237,3.60515393019847,3.65539106928626,0.791719536034351,4.50594098474046,10.8382221872061,18.6939517154962,45.3614664782443,0.820624098557252,4.69713194519847,2.09281764950382,44.2349662791221,45.5054657580153,46.9105340520992,66.3026222618702,45.7999273016794,34.0821651585496,2.80499794851527,11.3219017264237,20.023786140458,49.0400761624809,0.179375901442748,4.8072123145687,4.59565931026336,196855.389312977,16.5860434676718,0.954886322767176,0.804522040858779,46.9531459503448,24.7980368951679
"CDC_Rouleau_AGL",9.7049130607037,11.1339705394209,12.7389629780067,26.6077087053199,11.3251695946734,0.715517181771044,2.4492145333064,20.6549996840404,15.7722624484175,17.8338036108081,20.185368287138,40.8763724239731,18.1521709541751,3.04634246753199,3.60977011916835,0.795221150744108,3.64656636398653,11.5025900625387,18.3604063414478,47.5760353499663,0.653691018673401,5.12008097287542,2.75097722853535,46.697980056734,48.2562373727946,49.7891752094949,67.4003889198653,48.336455749798,31.7937742746801,2.95631762510774,11.695402504468,18.7933895561279,50.2054513544781,0.346308981326599,5.30030544733333,4.95348505989899,233759.616161616,18.0440148740067,0.933632719919192,0.901015588609428,59.226741170303,38.158797301
"CDC_Royale_AGL",-5.66300501618707,-3.74599375245918,-1.63577783588095,13.2670314925068,-3.55422278239456,-16.7430061041122,3.1103297034898,23.1618569908844,10.4219514760612,14.4139908055238,17.4816766435068,33.1973720284354,13.4782368564558,-14.0395542327687,5.86293696217687,0.458964874435374,12.3134319597993,-2.6790832354932,5.60661788971769,30.1076801940136,0.190486664380952,5.42185318893878,1.4340165722449,36.2507136976871,40.940294352483,44.5953908878571,68.5150307007143,39.5805504654422,-2.64281883387755,7.67982783611565,-3.80268101709184,15.7099181757109,42.1313095477891,0.809513335619048,5.55089427747959,5.30484375714286,262130.568027211,25.8496977657823,0.953953584819728,0.689325478761905,53.5463469752721,22.4077178347551
"CDC_Ruby_AGL",7.82803672702996,9.12113173814607,10.4945632671498,22.6032465286891,9.22009112178652,0.0834986128501873,2.09999121070412,16.6593619682397,14.153611431985,15.9047258554682,17.8439591286517,35.3284751998502,16.1243860011236,3.00493882027715,3.00198820605243,0.762408614089888,4.81408123734831,9.11621572549813,15.829757408839,48.3439342428839,0.787805171322097,4.59776367409738,1.96302771741573,47.2095686757303,48.7764281561798,50.6890393864419,68.9090992802996,49.2506614001124,38.2161047913483,3.31256482166292,9.87846627873783,17.7342119110487,52.7567194525843,0.212194828677903,4.7386112473558,4.46800097813483,188539.632958801,16.5582602424345,0.941595255014981,0.794466904404494,44.2683586614607,22.1191562273221
"CDC_SB.1_AGL",5.50289136879926,6.83402507416729,8.24694502839405,19.2385345704833,6.92490249304833,-3.19891671532714,2.11966960615242,17.310179924461,15.7516596468401,18.0663124942379,20.291239138513,36.2943908515242,17.9917353907435,-0.259766482933086,3.59932631978439,0.704539581866171,4.18036086985874,6.80494882340149,17.6349474107807,49.0520219305948,0.781510492063197,4.68849812531227,2.18092864104089,47.6612057553532,49.8442770697398,51.83991667,69.5172629820446,49.7783554777323,30.6572406520074,3.72230686013383,7.52789511202602,18.2811279204461,52.6962973849442,0.218489507936803,4.8001376951487,4.58450128930483,195905.159851301,17.6095404199628,0.954452226639405,0.842625184531599,47.1567110464312,25.5223466780892
"CDC_Sedley_AGL",8.47662855013725,9.89810813195588,11.5509262920196,26.6621206667157,10.1475240720833,0.589168173686274,2.45885311147059,19.0597392794118,27.3011508745588,29.569529155098,31.7979940392647,47.9531787840686,29.4424288786765,4.98137134404412,3.84722583680882,0.806114818490196,4.59120341706373,11.7158100890294,27.7026144417157,49.3780717751471,0.324810214666667,4.87677372340196,2.33866829051471,50.290565799902,52.1817031253431,53.4949260238726,64.2140236761275,51.6762634521569,35.5750766702451,2.7683327657598,9.56792560153431,30.4244306128922,52.8705362251961,0.675189785333333,5.03206070385784,4.7332292102598,215705.514705882,17.0694683820098,0.939671681686274,0.887316303328431,51.8253630418137,30.3240361900784
"CDC_Vantage_AGL",6.1030096697533,7.53589853581498,9.27708780780617,26.4687433020264,7.86263242797357,-1.24623297944934,2.5818911883304,18.7656784301322,28.4316229914097,30.6209221786784,32.6576175099119,47.5750270260352,30.3623275300881,5.36478304940529,3.70805684855507,0.801159809343612,4.93961980970044,9.98680247972247,28.3687217170485,51.9394168509251,0.268604006872247,4.88131950736123,2.63099985495595,53.3415784185463,55.1403948543172,56.384673095815,65.5767680299559,54.5556076999119,36.202688385859,2.74476409140529,7.1490936482467,31.1288684309251,55.6104132032159,0.731395993127753,5.0671757817533,4.70954661412775,212377.528634361,17.1420797857709,0.929338510215859,0.915145678422908,53.6893850067841,33.0067108222467
"CN_105604_AGL",0.14759758432,2.069302632925,4.04954119218,16.95979084055,2.13304198931,-10.92434688726,2.94964557198,13.6335163614,2.31742759733,4.805929545255,7.37357178773,25.02893179845,4.88898343813,-12.185301548335,3.86151357015,0.385962656915,11.433709313075,2.341268700335,4.766756549485,26.41940047105,0.813845000835,4.15657529546,0.2481502734,24.21041721845,27.08297571355,29.78039599825,71.1187657285,27.62079963695,5.47005584144,6.46035064102,1.55352228234,6.805212334255,38.7091863446,0.186154999165,4.329803156265,4.01535109205,154295.115,22.75507821855,0.92420986897,0.26543334971,27.9822713663,2.358883705395
