"Name","a.25_It17","a.50_It17","a.75_It17","a.max_It17","a.mean_It17","a.min_It17","a.std_It17","area.mm.2._It17","b.25_It17","b.50_It17","b.75_It17","b.max_It17","b.mean_It17","b.min_It17","b.std_It17","circularity.4.pi.area..perimeter.2.._It17","cluster.distance_It17","dark.cluster.a_It17","dark.cluster.b_It17","dark.cluster.l_It17","dark.cluster.proportion_It17","equivalent.diameter.mm._It17","height.mm._It17","l.25_It17","l.50_It17","l.75_It17","l.max_It17","l.mean_It17","l.min_It17","l.std_It17","light.cluster.a_It17","light.cluster.b_It17","light.cluster.l_It17","light.cluster.proportion_It17","major.axis.length.mm._It17","minor.axis.length.mm._It17","num.pixels.per.component_It17","perimeter.mm._It17","roundness.4.area..pi.major.axis.2._It17","sphericity.pi..1.3...6.volume...2.3....surface.area._It17","surface.area.mm.2._It17","volume.mm.3._It17"
"CDC_Red_Rider_AGL",13.1516271711567,15.0047505171363,17.1934678155199,34.155505606944,15.3311314827328,2.81249989211602,3.25317767257386,17.092822848231,19.3174136830897,21.7829851775869,24.6716404234963,44.6555931736184,22.1360144466996,4.03417670873769,4.26667966215003,0.822056096736312,4.27943617220643,17.0011137536343,23.7101219792358,43.5871359118007,0.393321397606338,4.63894413910768,2.26472054306859,44.2143533958116,46.1762889274138,47.8345136357786,64.6205104754152,45.8550773407225,23.3406189523967,3.72730218735749,14.7815575472595,21.5397767545999,47.0053994320253,0.606678602393662,4.80079473811406,4.49108931306266,193445.25631769,16.0735414738819,0.934311485970441,0.884890607956855,46.9966582115192,26.1929268693769
"CDC_Redcoat_AGL",11.5380761529095,13.1446386063281,15.0088114130872,29.4362018392993,13.3739075343592,2.4822900284171,2.70996409999572,16.1925494623188,17.6315167325362,19.7809609751316,22.3306486530184,40.6177553313449,20.1197623858361,4.00901949462462,3.74968244907613,0.824308268954999,3.55717741495461,14.2553418517676,21.3204523269772,46.3939936091453,0.587229596323721,4.51723964453092,2.36190309146739,45.5601854874897,47.0481687981358,48.4790787407881,66.4553866592799,47.129850519409,33.6263614165124,2.96220422739373,13.1113105568846,19.705552603877,48.8369719622748,0.412770403676279,4.63243127487816,4.41021742439319,183256.557971014,15.6334502970255,0.95108172594993,0.882122510602716,46.2109161342733,26.2432098789918
"CDC_Redwing_AGL",12.0502707101997,13.898545322659,15.9989137378513,30.1521553686765,14.1067990043095,2.86602835663136,2.97993673186996,13.7583785155556,26.5916737128823,29.0801848818632,31.5671934728707,47.0053247743017,28.8865753252546,5.72196361605471,4.30977987303098,0.816617593503095,4.75631341728483,15.5444093480783,28.0171491721086,50.2953854348759,0.334356307367193,4.16157755817934,2.036283345625,50.8458153467283,53.1135514338784,54.8223295572963,66.3957121602667,52.608352607801,33.5268223765654,3.38755052243193,13.2688598695919,28.993729950742,53.9068937350689,0.665643692632807,4.32238047814565,4.01526499043788,155708.222222222,14.4703653425437,0.927458626018576,0.882863824834261,37.9184725848548,18.9903514982688
"CDC_Robin_AGL",12.3818904784276,14.0929125801864,15.9336146605533,30.1896872884369,14.2170267967561,2.24837605270083,2.77557375867622,11.9660805280757,18.4336248053398,20.7174651300275,23.262590098884,42.1507176113501,20.9473444127977,3.52587302523215,3.90825919015254,0.816806056635194,3.56981743499058,14.7828399254775,21.6177682395577,42.4590269930032,0.588133395438514,3.88908639379006,1.98068417162461,41.871962453477,43.5761005008078,45.0985124098172,63.7068254552097,43.5159534261604,24.8840172224435,3.28518232201195,13.7226554460885,20.2637931362464,45.4753306531336,0.411866604561486,4.04803780990746,3.74475238075263,135424.179810726,13.522605289713,0.923711236594029,0.886512298289465,33.6398710204306,16.1402498396453
"CDC_Rosebud_AGL",17.779067602882,19.8854082774501,22.1059782899407,36.1945047428452,19.9365721670714,4.45591408580642,3.46220787674313,11.4385397775251,26.8138458032986,29.6952749848305,32.5423222111754,52.6689416593398,29.5194658328808,5.47887698032364,4.9488906858801,0.826831656556313,5.25374294077525,19.8240191997312,27.8377201012799,44.1007893107889,0.283332937343266,3.80325501302952,2.08839970143813,45.4301908292052,48.2521595027827,50.2610588430917,61.8949951027153,47.4502594246488,22.2387838365492,4.2229529325821,19.9273807715109,30.1307358641937,49.0304748978084,0.716667062656734,3.93955139285502,3.68429056403306,129453.822742475,13.1439588608041,0.932283144935461,0.923652027425317,32.9763348063229,16.0782184230945
"CDC_Rosetown_AGL",11.0912395065215,12.5631650092456,14.1607352039668,29.8552027149786,12.7017264501845,1.831976500564,2.49045772491869,14.060905708483,17.8107614662747,19.895785518514,22.2394994704748,41.7762537013138,20.1557012848251,3.78125319654127,3.65892964154758,0.81515440319986,3.98423177783801,13.0001729005677,20.5208536306498,44.0159679614754,0.751898703407188,4.21891990509862,1.98672275294118,43.2648040023481,44.5113260998461,45.7595889504322,64.6699825980835,44.676028739378,29.3304010278899,2.82234594231681,12.7524266930863,20.3219083998488,47.4190601583776,0.248101296592812,4.34721484964473,4.10113051794962,159132.024767802,14.6823821675388,0.941841256721791,0.867442725612993,38.2636612022817,18.8191850131653
"CDC_Rosie_AGL",10.6429860301664,12.106050434026,13.6967590645037,29.7224080810261,12.2602144609156,1.80842648746551,2.4939839711648,14.5383908327794,17.2711417990305,19.3313577346065,21.6338944357346,41.9358199408763,19.5864149959429,3.52068425008799,3.63006266323811,0.809601742166599,3.76240860326571,12.6190457420841,20.092409268171,44.3910913468083,0.683153029928463,4.2934117080287,2.21389548838109,43.5754120284605,44.9699925768428,46.306552845475,65.1550531254582,45.0589104016388,28.9050142648606,2.91547542473655,12.3203162040862,19.5415264215964,47.4745330784653,0.316846970071537,4.41537513691902,4.1820940829764,164535.885386819,14.9914905322997,0.946247229645753,0.881570583864086,41.0601065016408,21.6547256066578
"CDC_Rouleau_AGL",13.7237237064454,15.3826766163215,17.1227295387982,30.0026150129672,15.428125316393,2.94110783844398,2.67585530481868,15.2276047656962,18.9074742565248,21.1690589576774,23.6774930344663,41.6298752507152,21.374927995312,4.78371532084506,3.75610270683825,0.823615490699287,3.49373475860212,15.5973141355089,21.6478084491984,47.0216173104389,0.684952326499204,4.38133639306369,2.08540086806962,46.2185950407343,47.6327203469965,49.0046652003357,65.5539689308176,47.713175333374,32.7015146170404,2.84320294615711,14.6284248014496,20.8925268199319,49.7623311686973,0.315047673500796,4.52961858830233,4.24314858971985,172335.952531646,15.1741853947168,0.935848284689897,0.879057829242735,41.5125764754148,21.6384589314544
"CDC_Royale_AGL",-3.76481845323213,-1.67777619652649,0.615185238976018,14.7163036782766,-1.49017511154545,-15.2274965057759,3.338543719316,16.8876177120266,13.7681298022234,16.9292919053844,19.5888924650874,35.2982071066413,16.1717653212469,-12.4039009277617,5.39180869958821,0.556124374541631,11.7748150975185,-1.3342350125478,8.54119438828301,31.0369582474644,0.157263423282305,4.6223958100757,1.11939751908638,38.1586354070194,41.7238965870226,44.7430339810134,68.6619944453211,40.677035820292,0.0504007175449773,6.96624003494704,-1.44154249839065,17.5236852397542,42.5795738950009,0.842736576717695,4.74882682498567,4.50582230578939,191122.880398671,19.6514365659114,0.947600408871735,0.604307701020455,38.9960714615951,13.0173038840885
"CDC_Ruby_AGL",9.70927962929209,11.2339429166281,12.8939635983184,26.6294167562124,11.3903617150451,1.15031886574941,2.52977769925658,12.6028043458187,15.8091921704755,17.8019234613564,20.0043585533958,37.4943891288036,18.0037634483141,3.29911060700118,3.36021954853833,0.79005750756794,4.90237735685532,11.9246255768254,18.4890521306229,45.4815485897436,0.71272484748286,3.98779156373241,1.97990803896199,45.0709405494631,46.5741331831984,48.1200130990289,66.5494735467428,46.7355819457657,31.3222839996059,3.34827607486115,11.2040311916125,17.8552817553163,49.8526463114282,0.28727515251714,4.15697694513138,3.84453622322076,142619.406432749,14.1328956674078,0.928545525317357,0.838125964272599,35.3752484206489,16.9279921236998
"CDC_SB.1_AGL",8.48790094020116,10.1063729137779,11.8500839149348,25.0932379299061,10.237715632186,-1.86637700208675,2.62769624378912,13.1931431408642,16.1704301553127,18.7570923728111,21.3014411112925,38.5443065844213,18.7292968222728,0.261786494026727,4.01634720655981,0.763052980040383,3.87173499900638,10.4721273056634,18.4312017741732,44.0430144238728,0.56269090575416,4.08218638982393,2.2573822462963,43.4534009599961,45.8429437084901,47.8628066261292,66.2396544686059,45.5627203896741,24.1442488455268,3.92745289628026,10.339825694409,18.6487756707024,47.200614063632,0.43730909424584,4.19108815849607,3.98037332457943,149311.262345679,14.7132251716128,0.948717869835012,0.870767807027494,38.6352463006344,20.3363731375752
"CDC_Sedley_AGL",14.6873833307785,16.4657438244578,18.4119055524474,32.3360779949429,16.6233605630136,4.29621641721672,2.88753718841914,27.8228783630769,29.1118599296651,31.5783982343952,34.068446455797,51.4158565000767,31.4519430039243,5.50532964228636,4.32945408338271,0.834644858583909,5.45365590388264,17.6666781905931,29.799004559855,50.7421710091799,0.307958245876108,5.92896717023232,2.40508008515385,52.213039681473,54.7263603128667,56.4729816611211,65.6821123041691,53.9829913726936,33.6185491805488,3.56185016704242,16.1067226158017,32.2609518647075,55.64461630179,0.692041754123892,6.1001690663027,5.77071817992895,314880.923076923,20.394427842493,0.944446139664718,0.846256271772851,71.4333010627705,45.2336322947977
"CDC_Vantage_AGL",11.0106254830474,12.7730884743211,14.8390234377031,30.9751105126158,13.0826621058715,1.93191184320279,3.08067226427707,16.5794200710425,26.7463304100308,29.3526927280881,31.7819888904838,49.3329496092048,29.0477212327742,4.57435500999983,4.43731975056875,0.805527747321251,7.0404617056249,14.6776505763043,27.2674146663742,48.9611250471867,0.293693107184558,4.56837142637187,2.58002953204633,51.4803532940904,54.5508274547676,56.4215967404734,65.9501602466432,53.435382223906,27.0982326312214,4.46158151193148,12.4049073820482,29.6392352995916,55.4319532627173,0.706306892815442,4.76118346615976,4.39276012727892,187634.903474903,16.0012273450816,0.921132707814601,0.921160486130404,48.5066716479849,29.1467995815844
"CN_105604_AGL",0.560990444089589,2.55030628330646,4.56179688852371,17.6252392306039,2.58699401552794,-11.1328591934344,3.04717384377217,11.8007255801299,0.985977508824795,3.42166494220269,5.97033153847146,24.3429352663599,3.556332181512,-12.7029749514015,3.83778266637648,0.38791480237092,13.4125282155348,2.7061394104614,3.33059862574709,25.3187780395836,0.881301291926109,3.86499287823063,0.365382671493506,23.125422301241,25.8698938840992,28.5379908437111,71.5212362700947,26.5473497795378,7.11730398964885,6.48278661319782,1.46840306769403,6.51836830842585,40.1776828903534,0.118698708073891,4.00634836318331,3.74536643419992,133552.801948052,21.0058305877309,0.932139896069908,0.277120801465118,25.1584358907081,2.88782844159548
"CN_105605_AGL",12.6743446869466,14.5372463189125,16.6783363855759,31.041542444016,14.7739278077483,2.67444975459992,3.07529791636542,11.9118913813592,19.7364218554801,22.0243262379911,24.4722602033925,40.8775526295641,22.1021520141901,3.29004281580687,3.81864337022941,0.817932978608515,4.47668447438523,15.8838679766445,22.4112563903486,42.4681178519691,0.526181535621318,3.87922526431604,2.17037776699029,42.6062731448063,44.7101596547534,46.4562239714567,65.1161309818277,44.4767194006486,25.985992564011,3.6947718993618,14.1606167489589,21.2212192741723,46.3076991819013,0.473818464378682,4.06575776633682,3.71361252694857,134810.902912621,13.477645960999,0.911518014591314,0.917060396829124,34.6914446250175,17.3691636456977
"CN_105715_AGL",12.4666737586034,14.1368502665221,16.0426052487221,30.8225133897197,14.3341161195273,1.82640069805282,2.8008262575177,19.0518598637224,21.7249152024963,23.8416177841249,26.0335423683282,43.0175215598397,23.8525260819611,3.98920725993048,3.61169441729877,0.824061358742347,3.97500004727668,14.8161296352573,23.4164517027253,48.5076816317602,0.29989726051718,4.91193072202722,2.36645864498423,49.0779188981678,51.1858637228559,52.8017497363031,66.4721320120741,50.7057198315385,27.0774083967172,3.39860448931135,14.0299684798905,23.7311232814557,51.9444551241109,0.70010273948282,5.06208870662699,4.77397853790593,215616.340694006,17.0009228601306,0.942728958905195,0.889000543833012,52.0390518494595,30.2395068778128
